SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
University of Massachusetts Amherst,Massachusetts,Amherst,2,Graduate Certificate in Business Analytics,C,College of Management,Online,18,Not Available,http://www.umassonline.net/degrees/graduate-certificate-business-analytics,42.3861,-72.5261,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.93,17%,2013
University of Massachusetts Amherst,Massachusetts,Amherst,2,Master of Science in Computer Science with Concentration in Data Science,M,College of Information and Computer Sciences,Campus,30,computer science,http://www.umassonline.net/degrees/graduate-certificate-business-analytics,42.3861,-72.5261,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.93,17%,2013
University of Memphis,Tennessee,Memphis,1,Master's Program in Bioinformatics,M,College of Arts and Sciences,Campus,37,"computer science, math, biology",http://memphis.edu/binf/,35.1159,-89.982,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Miami,Florida,Coral Gables,1,Master of Science in Business Analytics,M,University of Miami School of Business,Campus,30,Not Available,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,25.7204,-80.2765,United States of America,41.7,64,22.3,35.5,51.9,"15,286",12.5,14%,2016
University of Miami,Florida,Coral Gables,1,Master of Science in Business Analytics,M,University of Miami School of Business,Campus,30,Not Available,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,25.7204,-80.2765,United States of America,42.7,56.7,27.2,46.54,48,"15,286",12.5,14%,2015
University of Miami,Florida,Coral Gables,1,Master of Science in Business Analytics,M,University of Miami School of Business,Campus,30,Not Available,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,25.7204,-80.2765,United States of America,43.2,32.9,25.8,46.54,45.3,"15,286",12.5,14%,2014
University of Miami,Florida,Coral Gables,1,Master of Science in Business Analytics,M,University of Miami School of Business,Campus,30,Not Available,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,25.7204,-80.2765,United States of America,45.7,30.3,23.3,46.54,44.8,"15,286",12.5,14%,2012
University of Miami,Florida,Coral Gables,1,Master of Science in Business Analytics,M,University of Miami School of Business,Campus,30,Not Available,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,25.7204,-80.2765,United States of America,48.7,33.1,27,46.54,46.9,"15,286",12.5,14%,2013
University of Michigan-Ann Arbor,Michigan,Ann Arbor,1,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.43,17%,2013
University of Michigan-Dearborn,Michigan,Dearborn,1,Master of Science in Business Analytics,M,College of Business,Campus,30,Not Available,http://umdearborn.edu/cob/ms-business-analytics/,42.3173,-83.2314,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.43,17%,2013
University of Minnesota-Twin Cities,Minnesota,Minneapolis,3,Master of Science in Business Analytics (MSBA) - part-time,M,Carlson School of Management,Campus,45,math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Minnesota-Twin Cities,Minnesota,Minneapolis,3,Master of Science in Business Analytics (MSBA) - full-time,M,Carlson School of Management,Campus,45,math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics,44.9779,-93.2354,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Minnesota-Twin Cities,Minnesota,Minneapolis,3,Master's of Science in Data Science,M,"College of Science & Engineering, College of Liberal Arts , and School of Public Health",Campus,31,"technical bachelor's degree, math, statistics, computer science",http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics,44.9779,-93.2354,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Missouri-Columbia,Missouri,Columbia,1,Master of Science in Data and Analytics,M,"School of Information Science and Learning Technologies, Computer Science Department",Online,34,Not Available,http://dsa.missouri.edu/,38.941,-92.3264,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
University of Missouri-St Louis,Missouri,Saint Louis,1,Graduate Certificate in Business Intelligence,C,Information Systems Department,Campus,18,Not Available,http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html,38.7113,-90.3089,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
University of Nebraska-Lincoln,Nebraska,Lincoln,1,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,United States of America,30.1,45.8,30.2,35.6,67.6,"21,789",10.67,9%,2016
University of Nebraska-Lincoln,Nebraska,Lincoln,1,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,United States of America,32.6,42,30,34.2,67.6,"21,789",10.67,9%,2014
University of Nebraska-Lincoln,Nebraska,Lincoln,1,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,United States of America,31,47.8,24.4,35,67.6,"21,789",10.67,9%,2015
University of New Hampshire-Main Campus,NewHampshire,Durham,2,Graduate Certificate in Analytics,C,Graduate School,Campus,10,Not Available,http://www.unh.edu/analytics/graduate-certificate-analytics,43.1342,-70.9345,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of New Hampshire-Main Campus,NewHampshire,Durham,2,Master of Science in Analytics,M,Graduate School,Campus,36,statistics,http://www.unh.edu/analytics/admissions,43.1342,-70.9345,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of New Haven,Connecticut,West Haven,1,M.B.A. - Business Intelligence Concentration,M,College of Business,Campus,42,Not Available,http://catalog.newhaven.edu/preview_program.php?catoid=3&poid=673&returnto=604,41.2913,-72.9615,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.38,17%,2013
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,57.6,35,55.3,39.1,64.5,"26,518",8.3,8%,2014
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,70.4,32.9,69.3,40,72.4,"26,518",8.3,8%,2013
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,58,39,54.5,39.4,66.4,"26,518",8.3,8%,2016
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,57.9,35.3,58.6,40.5,65.9,"26,518",8.3,8%,2015
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,67.6,20.2,62.6,35.5,69.3,"26,518",8.3,8%,2012
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,1,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,United States of America,70.9,21.5,75.1,50.2,73.8,"26,518",8.3,8%,2011
University of North Carolina at Charlotte,North Carolina,Charlotte,4,Graduate Certificate in Health Informatics,C,"College of Computing and Informatics, College of Health and Human Serv",Campus,15,Not Available,http://analytics.uncc.edu/graduate-certificate,35.3068,-80.7358,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",8.3,17%,2013
University of North Carolina at Charlotte,North Carolina,Charlotte,4,Professional Science Master's (PSM) in Data Science and Business Analytics (DSBA),M,The Graduate School,Campus,33,"math, statistics",http://analytics.uncc.edu/admissions/tuition-and-fees,35.3068,-80.7358,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",8.3,17%,2013
University of North Carolina at Charlotte,North Carolina,Charlotte,4,Graduate Certificate in Data Science and Business Analytics,C,College of Computing and Informatics and the Belk College of Business,Campus,15,"math, statistics",http://analytics.uncc.edu/graduate-certificate,35.3068,-80.7358,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",8.3,17%,2013
University of North Carolina at Charlotte,North Carolina,Charlotte,4,M.S. in Mathematics with Concentration in Applied Statistics,M,Department of Mathematics and Statistics,Campus,33,"math, statistics, computer science",http://analytics.uncc.edu/graduate-certificate/course-map,35.3068,-80.7358,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",8.3,17%,2013
University of North Carolina at Greensboro,North Carolina,Greensboro,1,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,United States of America,18.2,17.4,15.3,28.9,67.6,"16,446",8.3,2%,2016
University of North Texas,Texas,Denton,1,MS - Business Analytics,M,College of Business,Campus,36,"statistics, math, economics, computer science, financial accounting",http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf,33.211,-97.1512,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.05,17%,2013
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,56.4,35.6,45.1,46.54,62.8,"11,829",15,10%,2011
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,41.2,47.5,34.7,31.2,54.7,"11,829",15,10%,2014
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,47.6,47.6,48.1,33.7,57.6,"11,829",15,10%,2016
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,48.3,41.6,39.6,29.8,58.3,"11,829",15,10%,2013
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,42.6,33.1,36.2,27.3,55,"11,829",15,10%,2012
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Business Analytics,M,Mendoza College of Business,Campus,30,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,United States of America,43.3,51.4,38.5,46.54,56.5,"11,829",15,10%,2015
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,56.4,35.6,45.1,46.54,62.8,"11,829",15,10%,2011
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,41.2,47.5,34.7,31.2,54.7,"11,829",15,10%,2014
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,47.6,47.6,48.1,33.7,57.6,"11,829",15,10%,2016
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,48.3,41.6,39.6,29.8,58.3,"11,829",15,10%,2013
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,42.6,33.1,36.2,27.3,55,"11,829",15,10%,2012
University of Notre Dame,Indiana,Notre Dame,2,Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics,M,Department of Applied and Computational Mathematics and Statistics (ACMS),Campus,30,technical bachelor's degree,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/,41.7031,-86.239,United States of America,43.3,51.4,38.5,46.54,56.5,"11,829",15,10%,2015
University of Oklahoma Norman Campus,Oklahoma,Norman,2,MS in Management Information Systems,M,Division of Management Information Systems,Campus,32,Not Available,http://www.ou.edu/content/coe/academics/graduate/apply.html,35.2082,-97.4457,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Oklahoma Norman Campus,Oklahoma,Norman,2,Master of Data Science and Analytics,M,College of Engineering,"Online or 
Campus",33,Not Available,http://www.ou.edu/content/coe/academics/graduate/academics/datascience1.html,35.2082,-97.4457,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Phoenix,New Mexico,Albuquerque,2,Master of Information Systems with a Graduate Business Analytics Certificate,C,College of Information Systems and Technology,Online,42,Not Available,http://www.phoenix.edu/admissions/admission_requirements.html,35.1971,-106.585,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Phoenix,New Mexico,Albuquerque,2,Graduate Certificate in Business Analytics,C,College of Information Systems and Technology,Online,18,Not Available,http://www.phoenix.edu/programs/continuing-education/certificate-programs/technology/cert-g-ba.pdf,35.1971,-106.585,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of Pittsburgh-Bradford,Pennsylvania,Bradford,2,Master's Degree in Biostatistics,M,Graduate School of Public Health,Campus,36,"math, computer science",http://www.dbmi.pitt.edu/content/apply-program,41.9442,-78.673,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
University of Pittsburgh-Bradford,Pennsylvania,Bradford,2,Master's Degree in Biomedical Informatics,M,Department of Biomedical Informatics,Campus,36,Not Available,http://www.dbmi.pitt.edu/training-programs,41.9442,-78.673,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,2,Business Analytics Certificate,C,Joseph M. Katz Graduate School of Business and College of Business Administration,Campus,10,Not Available,http://www.business.pitt.edu/katz/mba/academics/certificates/analytics,40.4445,-79.9547,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,2,MSIS - Big Data Analytics,M,School of Information Sciences,Campus,36,"computer science, statistics, math",http://www.business.pitt.edu/katz/mba/admissions/requirements.php,40.4445,-79.9547,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
University of Rochester,New York,Rochester,4,Master of Science in Data Science,M,Institute for Data Science,Campus,30,math,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx,43.1264,-77.631,United States of America,41.9,55.5,29.2,36.4,52.7,"9,390",9.13,26%,2015
University of Rochester,New York,Rochester,4,Master of Science in Data Science,M,Institute for Data Science,Campus,30,math,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx,43.1264,-77.631,United States of America,47,45.7,33.5,36.4,56.8,"9,390",9.13,26%,2012
University of Rochester,New York,Rochester,4,Master of Science in Data Science,M,Institute for Data Science,Campus,30,math,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx,43.1264,-77.631,United States of America,42.8,50.7,29.9,41.4,53.6,"9,390",9.13,26%,2014
University of Rochester,New York,Rochester,4,Master of Science in Data Science,M,Institute for Data Science,Campus,30,math,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx,43.1264,-77.631,United States of America,39.7,55.8,27.9,37,52.1,"9,390",9.13,26%,2016
University of Rochester,New York,Rochester,4,Master of Science in Data Science,M,Institute for Data Science,Campus,30,math,http://www.simon.rochester.edu/programs/full-time-ms/admissions/apply-now/application-instructions/index.aspx,43.1264,-77.631,United States of America,46,45.9,37.8,39.6,57.2,"9,390",9.13,26%,2013
University of Rochester,New York,Rochester,4,MS in Business Analytics,M,Simon School of Business,Campus,24,Not Available,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm,43.1264,-77.631,United States of America,41.9,55.5,29.2,36.4,52.7,"9,390",9.13,26%,2015
University of Rochester,New York,Rochester,4,MS in Business Analytics,M,Simon School of Business,Campus,24,Not Available,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm,43.1264,-77.631,United States of America,47,45.7,33.5,36.4,56.8,"9,390",9.13,26%,2012
University of Rochester,New York,Rochester,4,MS in Business Analytics,M,Simon School of Business,Campus,24,Not Available,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm,43.1264,-77.631,United States of America,42.8,50.7,29.9,41.4,53.6,"9,390",9.13,26%,2014
University of Rochester,New York,Rochester,4,MS in Business Analytics,M,Simon School of Business,Campus,24,Not Available,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm,43.1264,-77.631,United States of America,39.7,55.8,27.9,37,52.1,"9,390",9.13,26%,2016
University of Rochester,New York,Rochester,4,MS in Business Analytics,M,Simon School of Business,Campus,24,Not Available,http://www.urmc.rochester.edu/education/graduate/phd/statistics/program/MSMedicalStatistics.cfm,43.1264,-77.631,United States of America,46,45.9,37.8,39.6,57.2,"9,390",9.13,26%,2013
University of Rochester,New York,Rochester,4,MA and MS in Medical Statistics,M,Department of Biostatistics and Computational Biology,Campus,32,"statistics, math",http://www.urmc.rochester.edu/education/graduate/phd/statistics/,43.1264,-77.631,United States of America,41.9,55.5,29.2,36.4,52.7,"9,390",9.13,26%,2015
University of Rochester,New York,Rochester,4,MA and MS in Medical Statistics,M,Department of Biostatistics and Computational Biology,Campus,32,"statistics, math",http://www.urmc.rochester.edu/education/graduate/phd/statistics/,43.1264,-77.631,United States of America,47,45.7,33.5,36.4,56.8,"9,390",9.13,26%,2012
University of Rochester,New York,Rochester,4,MA and MS in Medical Statistics,M,Department of Biostatistics and Computational Biology,Campus,32,"statistics, math",http://www.urmc.rochester.edu/education/graduate/phd/statistics/,43.1264,-77.631,United States of America,42.8,50.7,29.9,41.4,53.6,"9,390",9.13,26%,2014
University of Rochester,New York,Rochester,4,MA and MS in Medical Statistics,M,Department of Biostatistics and Computational Biology,Campus,32,"statistics, math",http://www.urmc.rochester.edu/education/graduate/phd/statistics/,43.1264,-77.631,United States of America,39.7,55.8,27.9,37,52.1,"9,390",9.13,26%,2016
University of Rochester,New York,Rochester,4,MA and MS in Medical Statistics,M,Department of Biostatistics and Computational Biology,Campus,32,"statistics, math",http://www.urmc.rochester.edu/education/graduate/phd/statistics/,43.1264,-77.631,United States of America,46,45.9,37.8,39.6,57.2,"9,390",9.13,26%,2013
University of Rochester,New York,Rochester,4,Professional MS in Computer Science (Concentration in Data Analytics),M,Department of Computer Science,Campus,24,Not Available,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm,43.1264,-77.631,United States of America,41.9,55.5,29.2,36.4,52.7,"9,390",9.13,26%,2015
University of Rochester,New York,Rochester,4,Professional MS in Computer Science (Concentration in Data Analytics),M,Department of Computer Science,Campus,24,Not Available,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm,43.1264,-77.631,United States of America,47,45.7,33.5,36.4,56.8,"9,390",9.13,26%,2012
University of Rochester,New York,Rochester,4,Professional MS in Computer Science (Concentration in Data Analytics),M,Department of Computer Science,Campus,24,Not Available,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm,43.1264,-77.631,United States of America,42.8,50.7,29.9,41.4,53.6,"9,390",9.13,26%,2014
University of Rochester,New York,Rochester,4,Professional MS in Computer Science (Concentration in Data Analytics),M,Department of Computer Science,Campus,24,Not Available,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm,43.1264,-77.631,United States of America,39.7,55.8,27.9,37,52.1,"9,390",9.13,26%,2016
University of Rochester,New York,Rochester,4,Professional MS in Computer Science (Concentration in Data Analytics),M,Department of Computer Science,Campus,24,Not Available,http://www.urmc.rochester.edu/education/financial-aid/graduate-students.cfm,43.1264,-77.631,United States of America,46,45.9,37.8,39.6,57.2,"9,390",9.13,26%,2013
University of San Francisco,California,San Francisco,1,Master of Science in Analytics,M,College of Arts and Sciences,Campus,38,"statistics, math",http://www.usfca.edu/analytics/,37.7756,-122.451,United States of America,34.2,40.1,12.9,28.6,67.6,"10,788",10.48,17%,2016
University of South Carolina-Columbia,South Carolina,Columbia,1,Master of Applied Statistics,M,Department of Statistics,Online,30,math,http://www.sc.edu/stat_dist/mas.shtml,33.999,-81.027,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
University of South Florida-Main Campus,Florida,Tampa,2,Analytics and Business Intelligence Certificate,C,Muma College of Business,Campus,12,Not Available,http://www.usf.edu/innovative-education/programs/graduate-certificates/analytics-and-business-intelligence.aspx,28.0566,-82.4159,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
University of South Florida-Main Campus,Florida,Tampa,2,MS in Health Informatics Online,M,Morsani College of Medicine,Online,32,Not Available,http://www.usf.edu/innovative-education/graduate-certificates/programs/analytics-and-business-intelligence.aspx,28.0566,-82.4159,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,65.8,41.1,48.7,99.3,64,"36,534",10.48,20%,2012
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,68.4,43.4,57.1,33.5,66.3,"36,534",10.48,20%,2013
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,49.3,56.3,58.9,38,65.5,"36,534",10.48,20%,2016
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,65.4,31.2,48.7,46.54,60.7,"36,534",10.48,20%,2011
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,58.7,43.4,43.2,34.6,59,"36,534",10.48,20%,2014
University of Southern California,California,Los Angeles,4,Master of Science in Business Analytics,M,Marshall School of Business,Campus,27,Not Available,http://www.marshall.usc.edu/msanalytics,34.0211,-118.284,United States of America,55.2,42.7,44.6,34.4,58.4,"36,534",10.48,20%,2015
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,65.8,41.1,48.7,99.3,64,"36,534",10.48,20%,2012
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,68.4,43.4,57.1,33.5,66.3,"36,534",10.48,20%,2013
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,49.3,56.3,58.9,38,65.5,"36,534",10.48,20%,2016
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,65.4,31.2,48.7,46.54,60.7,"36,534",10.48,20%,2011
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,58.7,43.4,43.2,34.6,59,"36,534",10.48,20%,2014
University of Southern California,California,Los Angeles,4,Ph.D. in Data Sciences & Operations,M,Marshall School of Business,Campus,60,Not Available,http://www.marshall.usc.edu/msanalytics/program_cost,34.0211,-118.284,United States of America,55.2,42.7,44.6,34.4,58.4,"36,534",10.48,20%,2015
University of Southern California,California,Los Angeles,4,Master of Science in Computer Science - Data Science,M,Viterbi School of Engineering,Campus,27,technical bachelor's degree,http://www.marshall.usc.edu/msanalytics/admissions,34.0211,-118.284,United States of America,65.8,41.1,48.7,99.3,64,"36,534",10.48,20%,2012
University of Southern California,California,Los Angeles,4,Master of Science in Computer Science - Data Science,M,Viterbi School of Engineering,Campus,27,technical bachelor's degree,http://www.marshall.usc.edu/msanalytics/admissions,34.0211,-118.284,United States of America,68.4,43.4,57.1,33.5,66.3,"36,534",10.48,20%,2013
University of Southern California,California,Los Angeles,4,Master of Science in Computer Science - Data Science,M,Viterbi School of Engineering,Campus,27,technical bachelor's degree,http://www.marshall.usc.edu/msanalytics/admissions,34.0211,-118.284,United States of America,49.3,56.3,58.9,38,65.5,"36,534",10.48,20%,2016
University of Southern California,California,Los Angeles,4,Master of Science in Computer Science - Data Science,M,Viterbi School of Engineering,Campus,27,technical bachelor's degree,http://www.marshall.usc.edu/msanalytics/admissions,34.0211,-118.284,United States of America,65.4,31.2,48.7,46.54,60.7,"36,534",10.48,20%,2011
